category,question_original,question_variations,answer,keywords,intent,fallback_clarification,confidence_threshold;
"Kampagnen_Werbemittel,""Nachdem ich mein Werbemittel geteilt habe, bekomme ich keine weiterführenden Schritte. Woran liegt das?"",[],""Bitte stellen Sie sicher, dass Sie nach Auswahl der Person, mit der Sie teilen möchten, den Prozess auch abschließen (z.B. durch Klick auf einen """"Speichern"""" oder """"Übernehmen"""" Button, falls vorhanden). Überprüfen Sie auch, ob die eingeladene Person die Einladung ggf. bestätigen muss oder ob die Berechtigungen korrekt gesetzt wurden. Bei anhaltenden Problemen kontaktieren Sie den Support."",""Werbemittel teilen, weiterführende Schritte, Speichern, Berechtigungen, Support"",troubleshooting_sharing_steps,""Haben Sie den Teilungsprozess mit einem """"Speichern"""" oder """"Übernehmen"""" Button abgeschlossen?"",0.8";
"Mediathek,Wozu dient die Mediathek und welchen Nutzen hat sie für CDU-Nutzer?,[],""Die Mediathek in CreaCheck ermöglicht das Hochladen und Verwalten von Bildern, wodurch diese jederzeit online verfügbar sind. In der Mediathek können Sie außerdem überprüfen, ob die Bilder die richtige Größe für Ihr ausgewähltes Werbemittel haben. CDU-Landesverbände stellen hier oft spezifische Bilder und Logos zur Verfügung."",""Mediathek, Nutzen, Bilder, Hochladen, Verwalten, Größe, CDU-Landesverbände"",mediatheque_purpose_benefits,""Möchten Sie wissen, wie Sie Bilder in die Mediathek hochladen oder verwalten?"",0.8";
"Mediathek,Wie lege ich Ordner in der Mediathek an?,[],In der Mediathek können Ordnerstrukturen angelegt werden. Per Klick auf “neuer Ordner” können neue Ordner angelegt und benannt werden. In den Ordnern selbst können auch Unterordner erstellt werden.,""Ordner anlegen, Mediathek, Ordnerstrukturen, Unterordner"",how_to_create_folders_mediatheque,""Haben Sie die Option """"neuer Ordner"""" in der Mediathek gefunden?"",0.8";
"Mediathek,Wie kann ich Ordner verschieben/sortieren/umbenennen/löschen?,[],""Verschieben: Per Klick auf das Scheren-Symbol ausschneiden und in einen anderen Ordner einfügen. Sortieren: Per Klick auf das Pfeil-Symbol die Maus gedrückt halten und den Ordner an die gewünschte Position bewegen. Umbenennen: Per Klick auf das Bleistift-Symbol öffnet sich ein Fenster, in dem die Bezeichnung angepasst werden kann. Löschen: Um einen Ordner zu löschen, klicken Sie unten rechts auf das Mülleimer-Symbol."",""Ordner verwalten, verschieben, sortieren, umbenennen, löschen, Mediathek"",how_to_manage_folders_mediatheque,""Haben Sie die Symbole (Schere, Bleistift, Mülleimer, Pfeil) für die Ordnerverwaltung gefunden?"",0.8";
"Mediathek,Wie lade ich Medien hoch?,[],""Um Bilder hochzuladen, klicken Sie unter “Medien” auf “Medien Hochladen”."",""Medien hochladen, Bilder, Medien"",how_to_upload_media,""Haben Sie die Schaltfläche """"Medien Hochladen"""" gefunden?"",0.8";
"Mediathek,Wie passe ich Metadaten von Bildern an?,[],""Um die Metadaten zu ändern, klicken Sie auf das Bleistift-Symbol. Im Bearbeitungsfenster können Sie dem Bild einen Titel geben, eine Beschreibung hinzufügen und das Copyright anpassen."",""Metadaten, Bilder anpassen, Titel, Beschreibung, Copyright"",how_to_edit_image_metadata,""Haben Sie das Bleistift-Symbol neben dem Bild gefunden, um die Metadaten zu bearbeiten?"",0.8";
"Mediathek,Wie kann ich Bilder verschieben/sortieren/löschen?,[],""Ähnlich wie bei Ordnern: Scheren-Symbol zum Verschieben, Pfeil-Symbol zum Sortieren, Mülleimer-Symbol zum Löschen."",""Bilder verwalten, verschieben, sortieren, löschen, Mediathek"",how_to_manage_images_mediatheque,""Finden Sie die Symbole (Schere, Pfeil, Mülleimer) für die Bildverwaltung?"",0.8";
"Editor_Funktionen,Wie erstelle ich eine Vorschau-PDF im Editor?,[],""Per Klick auf die Schaltfläche “Vorschau” wird eine Vorschau-PDF generiert. Diese dient lediglich zur Ansicht und ist nicht für den Druck geeignet. Wichtig: Nach Anpassungen erst speichern, damit Änderungen in der Vorschau sichtbar werden."",""Vorschau-PDF, Editor, Schaltfläche, speichern"",how_to_create_preview_in_editor,Haben Sie das Werbemittel vor der Vorschau-Erstellung gespeichert?,0.8";
"Editor_Funktionen,Wie speichere ich mein Werbemittel?,[],Das Sichern findet automatisch in einem Intervall von 5 Minuten statt. Per Klick auf “Speichern” kann auch manuell gespeichert werden.,""Werbemittel speichern, automatisch, manuell"",how_to_save_material,""Haben Sie versucht, manuell auf """"Speichern"""" zu klicken?"",0.8";
"Editor_Funktionen,""Was bewirkt """"Speichern unter""""?"",[],Über “Speichern unter” kann das Werbemittel in einer alternativen Kampagne abgespeichert werden.,""Speichern unter, alternative Kampagne"",save_as_function,Möchten Sie das Werbemittel in einer anderen Kampagne sichern?,0.8";
"Editor_Funktionen,Welche Einstellungen kann ich für ein Werbemittel vornehmen?,[],Unter “Einstellungen” kann das Werbemittel umbenannt werden. Bei einer Landingpage können Sie zusätzlich eine Inhaltsangabe erstellen und Keywords hinterlegen. Diese werden in den Metadaten der PDF hinterlegt.,""Einstellungen, Werbemittel, umbenennen, Landingpage, Keywords"",material_settings,Benötigen Sie Hilfe beim Umbenennen des Werbemittels oder beim Einstellen von Inhaltsangaben und Keywords?,0.8";
"Editor_Funktionen,Wie bestelle ich ein Werbemittel direkt aus dem Editor?,[],Im Editor können Sie über den Button “Bestellen” das Werbemittel in den Warenkorb legen.,""Werbemittel bestellen, Editor, Button, Warenkorb"",how_to_order_from_editor,""Haben Sie den """"Bestellen""""-Button im Editor gefunden?"",0.8";
"Editor_Funktionen,Wie kann ich Bearbeitungsschritte rückgängig machen?,[],""Klicken Sie auf den Button “Versionen”. Sie gelangen zur Timeline, in der Sie Arbeitsschritte einsehen und rückgängig machen können. Achtung: Rückgängig gemachte Schritte können nicht wiederhergestellt werden."",""Bearbeitungsschritte, rückgängig machen, Versionen, Timeline"",undo_editing_steps,""Haben Sie die Funktion """"Versionen"""" im Editor verwendet, um Schritte rückgängig zu machen?"",0.8";
"Editor_Funktionen,Welche Ansichtsoptionen gibt es im Editor (unten rechts)?,[],""Druckbogenansicht, Ansicht Sicherheitsabstand, Ansicht Struktur, Tutorial starten, Seite an Fenster/Breite/Höhe anpassen, Zoom."",""Ansichtsoptionen, Editor, Druckbogenansicht, Sicherheitsabstand, Struktur"",editor_view_options,""Möchten Sie mehr über eine spezifische Ansichtsoption erfahren, wie z.B. die Druckbogenansicht?"",0.8";
"Editor_Funktionen,Wo finde ich die Seitenübersicht und -anordnung?,[],""Am linken Rand einsehbar. Die Seitenanordnung ist am oberen linken Rand als Diagramm/Miniaturansicht dargestellt, darunter eine Ansicht mit Darstellung der verwendeten Elemente."",""Seitenübersicht, Seitenanordnung, linker Rand, Editor"",where_to_find_page_overview,Können Sie die Seitenübersicht am linken Rand des Editors sehen?,0.8";
"Editor_Funktionen,Wie ändere ich die Seitenanordnung (tausche Seiten)?,[],""Um die Seitenanordnung zu ändern, klicken Sie in der Seitenansicht neben der entsprechenden Seite auf den Pfeil (nach oben oder unten verschieben). Beachten Sie, dass Titel- und Rückseite festgelegt sind und nicht getauscht werden können."",""Seitenanordnung ändern, tauschen, Seitenansicht, Pfeil"",how_to_change_page_order,""Haben Sie versucht, die Pfeile neben der Seite zu verwenden, um die Anordnung zu ändern?"",0.8";
"Editor_Funktionen,Wie füge ich weitere Seiten hinzu? / Wie lösche ich 2 Seiten?,[],""Um Seiten hinzuzufügen oder zu entfernen, klicken Sie unter der entsprechenden Seite auf “+2“ oder “-2” bei Faltblättern, auf “+4” oder “-4” bei Broschüren. Die Anzahl ist vom Produkt und dessen Produktionsanforderungen abhängig."",""Seiten hinzufügen, Seiten löschen, Faltblätter, Broschüren"",how_to_add_remove_pages,""Haben Sie die Optionen """"+2/-2"""" oder """"+4/-4"""" unter der entsprechenden Seite gefunden?"",0.8";
"Editor_Funktionen,Kann ich eine komplette Seite aus einem Flyer in einen anderen Flyer kopieren?,[],Das direkte Kopieren einer kompletten Seite mit allen Elementen von einem Werbemittel in ein anderes ist in der Regel nicht als Ein-Klick-Funktion vorgesehen. Sie können jedoch einzelne gestaltete Elemente innerhalb eines Werbemittels kopieren. Für die Übertragung in ein anderes Werbemittel müssten Sie die Elemente im neuen Werbemittel manuell neu erstellen und Inhalte erneut einfügen oder das ursprüngliche Werbemittel duplizieren und anpassen.,""Seite kopieren, Flyer, Werbemittel, Elemente kopieren, duplizieren"",how_to_copy_page_between_materials,Sie können einzelne Elemente kopieren oder das Werbemittel duplizieren und dann anpassen.,0.8";
"Editor_Funktionen,""Wo finde ich Elemente, die ich ins Layout einfügen kann?"",[],""Auf der rechten Seite. Per Klick auf den Pfeil öffnet sich die Übersicht. Abhängig vom Werbemittel gibt es unterschiedliche Element-Überkategorien (z.B. Titelseite, Rückseite, Innenseiten) und Unterkategorien (Textblöcke, Bildelemente, ganzseitige Layouts)."",""Elemente, Layout einfügen, rechte Seite, Übersicht, Kategorien"",where_to_find_elements,""Haben Sie den Pfeil auf der rechten Seite angeklickt, um die Elementübersicht zu öffnen?"",0.8";
"Editor_Funktionen,Wieso kann ich keine Text- oder Bildblöcke einfügen? Diese sind nicht anklickbar.,[],""Es ist möglich, dass die Elemente, in die Sie einfügen möchten, fixiert sind (Schlosssymbol). Eine weitere Ursache könnte sein, dass nicht genügend Platz vorhanden ist. CreaCheck erkennt automatisch, welche Elemente reinklickbar sind";" Elemente, die aus Platzgründen oder nicht für diese Seite vorgesehen sind, werden ausgegraut. Bei Problemen Seite neu laden oder Support kontaktieren."",""Textblock, Bildblock, nicht anklickbar, fixiert, Schlosssymbol, Platzmangel"",troubleshooting_unclickable_elements,""Haben Sie überprüft, ob die Elemente fixiert sind (Schlosssymbol) oder ob genügend Platz vorhanden ist?"",0.8"
"Editor_Funktionen,Wie bearbeite ich Elemente im Layout?,[],""Jedes Element, welches bearbeitet werden darf, besitzt ein Bearbeitungsmenü unmittelbar daneben. Die Optionen sind von Art und Funktion des Elements abhängig."",""Elemente bearbeiten, Layout, Bearbeitungsmenü"",how_to_edit_elements,Haben Sie das Bearbeitungsmenü neben dem Element gefunden?,0.8";
"Editor_Funktionen,Was bedeutet ein Schloss-Symbol an einem Element?,[],Fixierte Elemente sind mit einem Schloss markiert und können nicht verschoben werden.,""Schloss-Symbol, fixierte Elemente, nicht verschiebbar"",meaning_of_lock_icon,""Haben Sie versucht, das fixierte Element zu verschieben, um zu sehen, ob es sich bewegt?"",0.8";
"Editor_Funktionen,Welche typischen Bearbeitungsoptionen gibt es für Elemente?,[],""Verschieben (Pfeile), Zurücksetzen (rotierende Pfeile), Filterfunktion (für Titelseiten), Verlinkung (URL/PDF), Kopieren (Seitensymbol), Löschen (Mülleimer), Vergrößern/Verkleinern, Einfärben (Farbeimer, z.B. Logos), Frei Verschiebbar (Pfeil-Kreuz), Farbeimer (Layoutwechsel Bild-/Textversion oder Farbwechsel)."",""Bearbeitungsoptionen, Elemente, Verschieben, Zurücksetzen, Verlinkung, Kopieren, Löschen"",typical_element_editing_options,""Benötigen Sie eine detailliertere Erklärung zu einer bestimmten Bearbeitungsoption wie """"Verlinkung"""" oder """"Filterfunktion""""?"",0.8";
"Editor_Funktionen,Wo finde ich Textformatierungsoptionen?,[],""Sobald Sie in das Textfeld klicken, erscheinen die Optionen, abhängig von den Vorgaben des Corporate Designs."",""Textformatierungsoptionen, Textfeld, Corporate Design"",where_to_find_text_formatting_options,""Haben Sie in das Textfeld geklickt, um die Formatierungsoptionen anzuzeigen?"",0.8";
"Editor_Funktionen,Wie formatiere ich Überschriften und Fließtexte?,[],Markieren Sie die Textstelle und klicken Sie in den Optionen auf “Absatz” oder “Überschrift”.,""Überschriften formatieren, Fließtexte, Absatz, Textstelle markieren"",how_to_format_headings_body_text,""Haben Sie die Textstelle markiert und dann """"Absatz"""" oder """"Überschrift"""" ausgewählt?"",0.8";
"Editor_Funktionen,Welche Schriftschnitte sind verfügbar?,[],""Je nach Vorgabe: Bold, Kursiv, Unterstreichen, Hoch-/Tiefgestellt."",""Schriftschnitte, Bold, Kursiv, Unterstreichen, Hoch-/Tiefgestellt"",available_font_styles,""Können Sie die gewünschte Formatierung nicht finden, wie z.B. Fett- oder Kursivdruck?"",0.8";
"Editor_Funktionen,Wie richte ich Text aus?,[],""Links-, rechtsbündig, zentriert, Blocksatz."",""Text ausrichten, linksbündig, rechtsbündig, zentriert, Blocksatz"",how_to_align_text,""Haben Sie die Ausrichtungsoptionen (links, zentriert, rechts, Blocksatz) in den Textformatierungsoptionen gefunden?"",0.8";
"Editor_Funktionen,Kann ich Schriftgrößen anpassen?,[],""In vordefinierten Schritten, abhängig von Werbemittel und Textart."",Schriftgröße anpassen,can_i_adjust_font_size,Sind die verfügbaren Schriftgrößen nicht ausreichend für Ihre Bedürfnisse?,0.8";
"Editor_Funktionen,Wie erstelle ich Listen?,[],Über die Listenfunktion (Bullet Points oder nummerierte Listen).,""Listen erstellen, Bullet Points, nummerierte Listen"",how_to_create_lists,Haben Sie die Listenfunktion (Aufzählungszeichen oder Nummerierung) in den Textformatierungsoptionen gefunden?,0.8";
"Editor_Funktionen,Kann ich die Schriftfarbe ändern?,[],""Ja, die Schriftfarben können geändert werden (Auswahl ist vordefiniert)."",Schriftfarbe ändern,can_i_change_font_color,Ist die gewünschte Schriftfarbe nicht in der vordefinierten Auswahl enthalten?,0.8";
"Editor_Funktionen,Wie erstelle ich Tabellen in Textfeldern?,[],""Per Klick auf das Tabellen-Symbol öffnet sich ein Feld mit Kacheln zur Festlegung von Zeilen/Spalten. Danach weitere Optionen verfügbar (Kopfspalten, Einfärben, Zellen verbinden etc.)."",""Tabellen erstellen, Textfelder, Tabellen-Symbol, Zeilen, Spalten"",how_to_create_tables_in_text_fields,""Haben Sie das Tabellen-Symbol gefunden, um mit der Erstellung zu beginnen?"",0.8";
"Editor_Funktionen,Wie füge ich Spalten/Zeilen in Tabellen hinzu/entferne sie?,[],Per Klick auf das Spalten-/Zeilen-Symbol öffnet sich das Dropdown Menü.,""Spalten hinzufügen, Zeilen hinzufügen, Spalten entfernen, Zeilen entfernen, Tabellen"",how_to_add_remove_columns_rows_in_tables,Haben Sie das Dropdown-Menü nach dem Klicken auf das Spalten-/Zeilen-Symbol geöffnet?,0.8";
"Editor_Funktionen,Wie verbinde/teile ich Zellen in Tabellen?,[],Per Klick auf das Zellen-Verbinden-Symbol öffnet sich das Dropdown Menü.,""Zellen verbinden, Zellen teilen, Tabellen"",how_to_merge_split_cells_in_tables,Haben Sie das Zellen-Verbinden-Symbol gefunden?,0.8";
"Editor_Funktionen,Wie ändere ich Zelleneigenschaften (z.B. Farbe)?,[],Per Klick auf das Zelleneigenschaften-Symbol öffnet sich ein Fenster zum Ein-/Entfärben.,""Zelleneigenschaften ändern, Farbe, Tabellen"",how_to_change_cell_properties,""Haben Sie das Zelleneigenschaften-Symbol angeklickt, um die Optionen zu sehen?"",0.8";
"Editor_Funktionen,""Bei einem sehr langen Namen, der in 3 Zeilen umbricht, ist der Kasten mit der dunkelblauen Text-Hintergrundfarbe rechts zu lang/groß. Was tun?"",[],""Diese Darstellung tritt auf, wenn der Name zu lang für eine Zeile ist und der Text automatisch umbricht. Das Problem lässt sich leicht lösen, indem Sie einen manuellen Umbruch mit der Return-Taste (=Enter-Taste) an der gewünschten Stelle im Namen einsetzen."",""langer Name, Textumbruch, Hintergrundfarbe, manueller Umbruch, Return-Taste"",troubleshooting_long_name_background,""Haben Sie versucht, einen manuellen Umbruch mit der Enter-Taste einzufügen?"",0.8";
"Editor_Funktionen,Wie füge ich Bilder in Bildelemente ein?,[],Klicken Sie auf das Bildelement. Unter “Bildupload” Datei vom Rechner wählen oder unter “Mediathek” Datei aus Ihrer Bild-Mediathek wählen.,""Bilder einfügen, Bildelemente, Bildupload, Mediathek"",how_to_insert_images_into_image_elements,""Haben Sie das Bildelement ausgewählt und die Optionen """"Bildupload"""" oder """"Mediathek"""" gefunden?"",0.8";
"Editor_Funktionen,Wie passe ich den Bildausschnitt an?,[],""Nach Auswahl erscheint Bild im Bearbeitungsfenster. Bildausschnitt als blauer Rahmen, Bereiche außerhalb abgedunkelt. Rahmen schieben, vergrößern/verkleinern (Click & Hold)."",""Bildausschnitt anpassen, Bearbeitungsfenster, blauer Rahmen, schieben, vergrößern, verkleinern"",how_to_adjust_image_crop,""Haben Sie versucht, den blauen Rahmen zu schieben oder die Größe anzupassen?"",0.8";
"Editor_Funktionen,Wie zoome ich den Bildausschnitt?,[],Unter dem Bild im Bearbeitungsmenü befindet sich eine Leiste mit einem Regler.,""Bildzoom, Bildbearbeitung, Regler"",how_to_zoom_image_crop,Haben Sie den Regler im Bearbeitungsmenü unter dem Bild gefunden?,0.8";
"Editor_Funktionen,Wie drehe/spiegele ich ein Bild?,[],Unter dem Bild im Bearbeitungsmenü befinden sich halbrunde (Drehen) bzw. horizontale (Spiegeln) Pfeil-Symbole.,""Bild drehen, Bild spiegeln, Pfeil-Symbole"",how_to_rotate_flip_image,Haben Sie die Dreh- und Spiegel-Symbole im Bearbeitungsmenü gefunden?,0.8";
"Editor_Funktionen,Wie bearbeite ich bereits eingefügte Bilder nachträglich?,[],""Auf Bild klicken, Reiter “Bildupload” wählen. Dort neu zuschneiden, Beschreibung hinzufügen oder neues Bild hochladen."",""Bilder nachträglich bearbeiten, Bildupload, zuschneiden, Beschreibung"",how_to_edit_inserted_images_later,""Haben Sie das Bild erneut ausgewählt und den Reiter """"Bildupload"""" aufgerufen?"",0.8";
"Editor_Funktionen,Wo sehe ich alle im Werbemittel verwendeten Bilder?,[],Unter dem Reiter “Verwendete Bilder”.,""verwendete Bilder, Reiter"",where_to_see_all_used_images,""Haben Sie den Reiter """"Verwendete Bilder"""" im Editor gefunden?"",0.8";
"Editor_Funktionen,Wie erstelle ich mehrspaltige Layouts?,[],""Mit Spalten-Containern, je nach Vorgabe mit unterschiedlicher Spaltenanzahl. Bild- und Textelemente können eingefügt werden. Container lassen sich überall im Satzspiegel einfügen. Einklickbare Elemente sind optisch hervorgehoben."",""mehrspaltige Layouts, Spalten-Container, Satzspiegel"",how_to_create_multicolumn_layouts,""Haben Sie die Option """"Spalten-Container"""" in der Elementübersicht gefunden?"",0.8";
"Editor_Funktionen,Was sind spezifische Container-Elemente?,[],""Für komplexere Layouts. Besitzen eigene Unterkategorie in Inhaltsübersicht, zugehörige Elemente ebenfalls dort."",""spezifische Container-Elemente, komplexe Layouts, Inhaltsübersicht"",what_are_specific_container_elements,Suchen Sie nach Containern für spezielle Layout-Anforderungen?,0.8";
"Editor_Funktionen,Wie bearbeite ich Spalten-Container und deren Inhalt?,[],""Sobald Container eingeklickt, kann er befüllt werden. Aktiver Bearbeitungsmodus: Ebenen-Symbol mit “-” in Bearbeitungsleiste. Zum Verlassen klicken (wird zu “+”). Elemente im Container über deren Bearbeitungsleiste bearbeiten."",""Spalten-Container bearbeiten, Inhalt, Ebenen-Symbol, Bearbeitungsleiste"",how_to_edit_column_containers_and_content,""Haben Sie den Container angeklickt, um ihn zu bearbeiten und die Elemente darin zu befüllen?"",0.8";
"Editor_Funktionen,Wie generiere und definiere ich einen QR-Code?,[],""Per Klick ins Layout einfügen. Auf QR-Code klicken, um URL, Visitenkarte, E-Mail oder Text zu hinterlegen. Farbe anpassen (Reiter “Farbe” für Hintergrund- und Codefarbe)."",""QR-Code generieren, definieren, URL, Visitenkarte, E-Mail, Text, Farbe"",how_to_generate_define_qr_code,""Haben Sie den QR-Code ins Layout eingefügt und auf ihn geklickt, um ihn zu definieren?"",0.8";
"Editor_Funktionen,Wie füge ich Icons ein?,[],""Ob und welche Icons verfügbar sind, wird mit dem Kunden (hier CDU) besprochen. Über Textformatierung: Nur in dafür vorgesehenen Textfeldern. Auf Icon-Symbol in Textformatierungsoptionen klicken. Über Bildupload: Nur vorgesehene Icons, als PNG mit transparentem Hintergrund."",""Icons einfügen, verfügbare Icons, Textformatierung, Bildupload, PNG"",how_to_insert_icons,""Haben Sie überprüft, ob Icons über Textformatierung oder Bildupload verfügbar sind?"",0.8";
"Editor_Funktionen,Wie exportiere ich Social Media Posts/Storybilder?,[],Erstellte Social Media Postings/Storybilder sind kostenlos. Layout vorab speichern. In Menüleiste auf “Bild exportieren”. Im Downloadfenster “Download” bestätigen.,""Social Media Export, Postings, Storybilder, kostenlos, Bild exportieren"",how_to_export_social_media_content,""Haben Sie das Layout gespeichert und die Option """"Bild exportieren"""" in der Menüleiste gefunden?"",0.8";
"Landingpages,Welche allgemeinen Einstellungen gibt es für Landingpages?,[],""Unter “Einstellungen”: Name ändern, Inhaltsangabe & Keywords hinterlegen, Analyse-Tools (Google-Analytics, LinkedIn Insight Tag, Tracking Pixel) einbinden, E-Mail für Kontaktformular festlegen, Impressum und Datenschutz ausfüllen."",""Landingpage Einstellungen, Name, Keywords, Analyse-Tools, Kontaktformular, Impressum, Datenschutz"",landingpage_general_settings,""Haben Sie die Einstellungen für Name, Analyse-Tools und Kontaktformulardaten vorgenommen?"",0.8";
"Landingpages,Wie kann ich meine Landingpage aktualisieren?,[],""Kampagne besuchen, Landingpage auswählen, Änderungen durchführen, speichern. Aktualisierungen werden unmittelbar wirksam."",""Landingpage aktualisieren, Kampagne, speichern"",how_to_update_landingpage,Haben Sie die Änderungen an Ihrer Landingpage gespeichert?,0.8";
"Landingpages,Ist das Ausfüllen von Impressum und Datenschutz Pflicht?,[],""Ja, Impressum ist gesetzlich vorgeschrieben. Datenschutzangaben müssen unter “Einstellungen” ausgefüllt und mit """"Ändern"""" gespeichert werden, sonst kann die Landingpage nicht bestellt werden."",""Impressum, Datenschutz, Pflicht, Einstellungen, bestellen"",is_imprint_privacy_policy_mandatory,""Haben Sie die Datenschutzangaben unter """"Einstellungen"""" ausgefüllt und gespeichert?"",0.8";
"Landingpages,Was ist ein Header und welche Funktionen hat er?,[],Sichtbarer Bereich oben auf Webseite. Bietet grundlegende Infos. Im Header können Social Media Accounts und externe Webseiten verlinkt werden.,""Header, Funktionen, Webseite, Social Media, Links"",header_functions,Haben Sie die Social Media oder externen Webseiten Links im Header eingerichtet?,0.8";
"Landingpages,Wie verknüpfe/entferne/ordne ich Webseiten/Icons im Header?,[],""Im Editor auf Icons klicken. Im Bearbeitungsmenü: Verknüpfen: Link (inkl. https://) unter “Link” eintragen. “Bezeichnung” zur Orientierung. Entfernen: Mülleimer-Symbol klicken, “Übernehmen”. Anordnen: Pfeil-Symbol klicken, “Übernehmen”."",""Webseiten verknüpfen, Icons entfernen, Header anordnen, Bearbeitungsmenü"",how_to_link_remove_arrange_header_items,Haben Sie die Links und Bezeichnungen korrekt im Bearbeitungsmenü eingetragen und übernommen?,0.8";
"Landingpages,Wie lege ich eine Navigationsleiste im Header an?,[],Platzierte Headline-Elemente werden automatisch aufgenommen (Text nicht). Bezeichnung manuell anpassen. Auf Navigationsleiste klicken zum Bearbeiten.,""Navigationsleiste, Header, Headline-Elemente"",how_to_create_header_navigation,Haben Sie die Headline-Elemente bereits im Header platziert?,0.8";
"Landingpages,Wie hinterlege ich einen externen Link in der Navigationsleiste?,[],""Im Bearbeitungsmenü auf “+” klicken. Bezeichnung bearbeiten, vollständigen Link (inkl. https://) einfügen."",""externer Link, Navigationsleiste, Bearbeitungsmenü"",how_to_add_external_link_in_navigation,""Haben Sie den vollständigen externen Link (inkl. https://) in das Feld """"Link"""" eingetragen?"",0.8";
"Landingpages,Was ist ein Footer und welche Elemente enthält er?,[],""Sichtbarer Bereich unten auf Webseite. Oft Adresse, Standorte, Kontakt, Impressum, Datenschutz. Begrenzte Elementauswahl."",""Footer, Elemente, Webseite, Adresse, Kontakt, Impressum"",footer_functions_elements,Haben Sie die vorgegebenen Elemente wie Impressum und Datenschutz im Footer überprüft?,0.8";
"Landingpages,Wie bearbeite ich die Footer-Navigation?,[],""Im Editor auf Footer-Menüleiste klicken. Weitere Menüpunkte mit externen Links hinterlegen/benennen. “Start”, “Impressum”, “Datenschutz” sind vorgegeben."",""Footer-Navigation, bearbeiten, Menüleiste, externe Links"",how_to_edit_footer_navigation,""Haben Sie die Footer-Menüleiste im Editor gefunden, um weitere Links hinzuzufügen?"",0.8";
"Landingpages,Wie richte ich einen Call To Action (CTA) Button ein?,[],""Nach Platzieren auf Hinweis “Hier klicken...” klicken. Interne Verlinkung: Unter “Verweis auf ein Element” Headline wählen, Button-Text editieren. Externe Verlinkung: Vollständigen Link (https://) unter “Verweis auf einen externen Link” eingeben."",""Call To Action, CTA Button, Verlinkung, Headline, Button-Text"",how_to_set_up_cta_button,Haben Sie die Verlinkung (intern oder extern) und den Button-Text korrekt konfiguriert?,0.8";
"Landingpages,Wie richte ich Bildergalerien ein?,[],""Nach Platzieren auf Hinweis “Noch keine Bilder...” klicken. Bilder aus Mediathek/Computer hochladen. Autoplay: Aktivieren für automatischen Durchlauf. Bildtexteinstellungen: Mindestgröße beachten, Titel, Beschreibung, Copyright bearbeiten. Bildreihenfolge: Vor Upload Anfang/Ende festlegen. Nachträglich nur invertierbar."",""Bildergalerien, Bilder hochladen, Autoplay, Bildtexteinstellungen, Bildreihenfolge"",how_to_set_up_image_galleries,Haben Sie die Bilder aus Ihrer Mediathek oder vom Computer hochgeladen und die Einstellungen für Autoplay und Bildreihenfolge vorgenommen?,0.8";
"Landingpages,Wie richte ich ein Videoelement ein?,[],""Nach Platzieren auf Hinweis “Noch kein Video...” klicken. Anbieter (YouTube etc.) wählen, URL einfügen, “Übernehmen”."",""Videoelement, Anbieter, URL einfügen"",how_to_set_up_video_element,Haben Sie den Videoanbieter ausgewählt und die korrekte URL eingefügt?,0.8";
"Landingpages,Wie funktioniert und richte ich das Kalenderelement ein?,[],""Zeigt Termine, vergangene werden ausgeblendet. Nach Platzieren auf “Keine Termine...” klicken. Im Bearbeitungsmenü auf “Datum”, Datum/Uhrzeit wählen. Beschreibung des Termins eingeben. “+Hinzufügen” klicken. Mit “Übernehmen” speichern."",""Kalenderelement, Termine, Datum, Uhrzeit, Beschreibung"",how_to_set_up_calendar_element,""Haben Sie die Termindetails eingegeben und mit """"+Hinzufügen"""" gespeichert?"",0.8";
"Landingpages,Wie richte ich das Calendly Widget ein?,[],""Verknüpft Calendly-Seite, bindet CTA-Button ein. Nach Platzieren auf “Hier klicken...” klicken. Calendly-Link einfügen, Button-Text editieren, “Übernehmen”."",""Calendly Widget, CTA-Button, Calendly-Link"",how_to_set_up_calendly_widget,Haben Sie den Calendly-Link und den Button-Text korrekt eingegeben und übernommen?,0.8";
"Landingpages,Wie richte ich ein Kontaktformular ein?,[],""Anfragen an E-Mail weitergeleitet. Nach Einklicken auf “Noch keine Formelemente...” klicken. Angaben auswählen. Mit “X” entfernen. Als Pflichtangabe markieren (grünes “*” wird rot). Benutzerdefiniertes Dropdown: Im Dropdown “benutzerdefiniertes Dropdown” wählen. Feld benennen, “Optionen hinzufügen”, Unterpunkte benennen. Benutzerdefiniertes Feld: In Auswahl “benutzerdefiniertes Feld”, dann “Label bearbeiten”. Nur ein Feld möglich. Mit “Übernehmen” speichern."",""Kontaktformular, Anfragen, Pflichtangabe, Dropdown, benutzerdefiniertes Feld"",how_to_set_up_contact_form,""Haben Sie die gewünschten Felder ausgewählt, als Pflichtangaben markiert und die Formulareinstellungen gespeichert?"",0.8";
"Landingpages,Wie binde ich Google Maps ein?,[],""Nach Einfügen auf Element klicken, Adresse eingeben, “Übernehmen”."",""Google Maps einbinden, Adresse"",how_to_embed_google_maps,Haben Sie die Adresse des gewünschten Ortes korrekt eingegeben?,0.8";
